condition,method,sample,bit_accuracy,ber,message_accuracy,selected_oracle_candidate,dcss_usage_rate
crop70,PIMoG-Original,74,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,75,0.5,0.5,0.0,,
crop70,PIMoG-Original,76,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,77,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,78,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,79,0.46666666865348816,0.5333333313465118,0.0,,
crop70,PIMoG-Original,80,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,81,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,82,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,83,0.36666667461395264,0.6333333253860474,0.0,,
crop70,PIMoG-Original,84,0.46666666865348816,0.5333333313465118,0.0,,
crop70,PIMoG-Original,85,0.5,0.5,0.0,,
crop70,PIMoG-Original,86,0.5,0.5,0.0,,
crop70,PIMoG-Original,87,0.4000000059604645,0.5999999940395355,0.0,,
crop70,PIMoG-Original,88,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,89,0.5,0.5,0.0,,
crop70,PIMoG-Original,90,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,91,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,92,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,93,0.5,0.5,0.0,,
crop70,PIMoG-Original,94,0.46666666865348816,0.5333333313465118,0.0,,
crop70,PIMoG-Original,95,0.36666667461395264,0.6333333253860474,0.0,,
crop70,PIMoG-Original,96,0.6333333253860474,0.36666667461395264,0.0,,
crop70,PIMoG-Original,97,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,98,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,99,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,100,0.4000000059604645,0.5999999940395355,0.0,,
crop70,PIMoG-Original,101,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,102,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,103,0.36666667461395264,0.6333333253860474,0.0,,
crop70,PIMoG-Original,104,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,105,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,106,0.6333333253860474,0.36666667461395264,0.0,,
crop70,PIMoG-Original,107,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,108,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,109,0.5,0.5,0.0,,
crop70,PIMoG-Original,110,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,111,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,112,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,113,0.4000000059604645,0.5999999940395355,0.0,,
crop70,PIMoG-Original,114,0.4000000059604645,0.5999999940395355,0.0,,
crop70,PIMoG-Original,115,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,116,0.6333333253860474,0.36666667461395264,0.0,,
crop70,PIMoG-Original,117,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,118,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,119,0.3333333432674408,0.6666666567325592,0.0,,
crop70,PIMoG-Original,120,0.36666667461395264,0.6333333253860474,0.0,,
crop70,PIMoG-Original,121,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,122,0.6666666865348816,0.3333333134651184,0.0,,
crop70,PIMoG-Original,123,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,124,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,125,0.46666666865348816,0.5333333313465118,0.0,,
crop70,PIMoG-Original,126,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,127,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,128,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,129,0.4333333373069763,0.5666666626930237,0.0,,
crop70,PIMoG-Original,130,0.6333333253860474,0.36666667461395264,0.0,,
crop70,PIMoG-Original,131,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,132,0.46666666865348816,0.5333333313465118,0.0,,
crop70,PIMoG-Original,133,0.30000001192092896,0.699999988079071,0.0,,
crop70,PIMoG-Original,134,0.6000000238418579,0.3999999761581421,0.0,,
crop70,PIMoG-Original,135,0.6333333253860474,0.36666667461395264,0.0,,
crop70,PIMoG-Original,136,0.5333333611488342,0.46666663885116577,0.0,,
crop70,PIMoG-Original,137,0.5,0.5,0.0,,
crop70,PIMoG-Original,138,0.6666666865348816,0.3333333134651184,0.0,,
crop70,PIMoG-Original,139,0.6333333253860474,0.36666667461395264,0.0,,
crop70,PIMoG-Original,140,0.46666666865348816,0.5333333313465118,0.0,,
crop70,PIMoG-Original,141,0.3333333432674408,0.6666666567325592,0.0,,
crop70,PIMoG-Original,142,0.5666666626930237,0.4333333373069763,0.0,,
crop70,PIMoG-Original,143,0.5666666626930237,0.4333333373069763,0.0,,
crop70,Coarse-Prior,0,1.0,0.0,1.0,,
crop70,Coarse-Prior,1,1.0,0.0,1.0,,
crop70,Coarse-Prior,2,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,3,1.0,0.0,1.0,,
crop70,Coarse-Prior,4,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,5,1.0,0.0,1.0,,
crop70,Coarse-Prior,6,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,7,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,8,0.6333333253860474,0.36666667461395264,0.0,,
crop70,Coarse-Prior,9,0.36666667461395264,0.6333333253860474,0.0,,
crop70,Coarse-Prior,10,0.2666666805744171,0.7333333194255829,0.0,,
crop70,Coarse-Prior,11,0.699999988079071,0.30000001192092896,0.0,,
crop70,Coarse-Prior,12,1.0,0.0,1.0,,
crop70,Coarse-Prior,13,1.0,0.0,1.0,,
crop70,Coarse-Prior,14,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,15,1.0,0.0,1.0,,
crop70,Coarse-Prior,16,1.0,0.0,1.0,,
crop70,Coarse-Prior,17,1.0,0.0,1.0,,
crop70,Coarse-Prior,18,1.0,0.0,1.0,,
crop70,Coarse-Prior,19,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,20,1.0,0.0,1.0,,
crop70,Coarse-Prior,21,1.0,0.0,1.0,,
crop70,Coarse-Prior,22,1.0,0.0,1.0,,
crop70,Coarse-Prior,23,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,24,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,25,0.800000011920929,0.19999998807907104,0.0,,
crop70,Coarse-Prior,26,0.3333333432674408,0.6666666567325592,0.0,,
crop70,Coarse-Prior,27,0.7333333492279053,0.2666666507720947,0.0,,
crop70,Coarse-Prior,28,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Coarse-Prior,29,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Coarse-Prior,30,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,31,1.0,0.0,1.0,,
crop70,Coarse-Prior,32,1.0,0.0,1.0,,
crop70,Coarse-Prior,33,1.0,0.0,1.0,,
crop70,Coarse-Prior,34,0.5333333611488342,0.46666663885116577,0.0,,
crop70,Coarse-Prior,35,0.23333333432674408,0.7666666656732559,0.0,,
crop70,Coarse-Prior,36,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Coarse-Prior,37,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,38,0.36666667461395264,0.6333333253860474,0.0,,
crop70,Coarse-Prior,39,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Coarse-Prior,40,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Coarse-Prior,41,0.699999988079071,0.30000001192092896,0.0,,
crop70,Coarse-Prior,42,0.6000000238418579,0.3999999761581421,0.0,,
crop70,Coarse-Prior,43,1.0,0.0,1.0,,
crop70,Coarse-Prior,44,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Coarse-Prior,45,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Coarse-Prior,46,1.0,0.0,1.0,,
crop70,Coarse-Prior,47,1.0,0.0,1.0,,
crop70,Coarse-Prior,48,1.0,0.0,1.0,,
crop70,Coarse-Prior,49,0.800000011920929,0.19999998807907104,0.0,,
crop70,Coarse-Prior,50,1.0,0.0,1.0,,
crop70,Coarse-Prior,51,0.7333333492279053,0.2666666507720947,0.0,,
crop70,Coarse-Prior,52,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Coarse-Prior,53,1.0,0.0,1.0,,
crop70,Coarse-Prior,54,0.6666666865348816,0.3333333134651184,0.0,,
crop70,Coarse-Prior,55,0.23333333432674408,0.7666666656732559,0.0,,
crop70,Coarse-Prior,56,1.0,0.0,1.0,,
crop70,Coarse-Prior,57,1.0,0.0,1.0,,
crop70,Coarse-Prior,58,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Coarse-Prior,59,1.0,0.0,1.0,,
crop70,Coarse-Prior,60,0.6000000238418579,0.3999999761581421,0.0,,
crop70,Coarse-Prior,61,1.0,0.0,1.0,,
crop70,Coarse-Prior,62,1.0,0.0,1.0,,
crop70,Coarse-Prior,63,1.0,0.0,1.0,,
crop70,Coarse-Prior,64,1.0,0.0,1.0,,
crop70,Coarse-Prior,65,0.2666666805744171,0.7333333194255829,0.0,,
crop70,Coarse-Prior,66,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,67,0.5,0.5,0.0,,
crop70,Coarse-Prior,68,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Coarse-Prior,69,1.0,0.0,1.0,,
crop70,Coarse-Prior,70,1.0,0.0,1.0,,
crop70,Coarse-Prior,71,1.0,0.0,1.0,,
crop70,Coarse-Prior,72,1.0,0.0,1.0,,
crop70,Coarse-Prior,73,1.0,0.0,1.0,,
crop70,Coarse-Prior,74,1.0,0.0,1.0,,
crop70,Coarse-Prior,75,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,76,1.0,0.0,1.0,,
crop70,Coarse-Prior,77,1.0,0.0,1.0,,
crop70,Coarse-Prior,78,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,79,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,80,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Coarse-Prior,81,1.0,0.0,1.0,,
crop70,Coarse-Prior,82,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Coarse-Prior,83,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,84,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,85,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,86,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,87,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,88,1.0,0.0,1.0,,
crop70,Coarse-Prior,89,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,90,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,91,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,92,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,93,1.0,0.0,1.0,,
crop70,Coarse-Prior,94,1.0,0.0,1.0,,
crop70,Coarse-Prior,95,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,96,1.0,0.0,1.0,,
crop70,Coarse-Prior,97,1.0,0.0,1.0,,
crop70,Coarse-Prior,98,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Coarse-Prior,99,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,100,1.0,0.0,1.0,,
crop70,Coarse-Prior,101,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,102,1.0,0.0,1.0,,
crop70,Coarse-Prior,103,1.0,0.0,1.0,,
crop70,Coarse-Prior,104,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,105,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,106,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,107,0.36666667461395264,0.6333333253860474,0.0,,
crop70,Coarse-Prior,108,0.800000011920929,0.19999998807907104,0.0,,
crop70,Coarse-Prior,109,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Coarse-Prior,110,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,111,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,112,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,113,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Coarse-Prior,114,1.0,0.0,1.0,,
crop70,Coarse-Prior,115,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Coarse-Prior,116,1.0,0.0,1.0,,
crop70,Coarse-Prior,117,0.800000011920929,0.19999998807907104,0.0,,
crop70,Coarse-Prior,118,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Coarse-Prior,119,0.800000011920929,0.19999998807907104,0.0,,
crop70,Coarse-Prior,120,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,121,1.0,0.0,1.0,,
crop70,Coarse-Prior,122,0.5333333611488342,0.46666663885116577,0.0,,
crop70,Coarse-Prior,123,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,124,1.0,0.0,1.0,,
crop70,Coarse-Prior,125,1.0,0.0,1.0,,
crop70,Coarse-Prior,126,1.0,0.0,1.0,,
crop70,Coarse-Prior,127,1.0,0.0,1.0,,
crop70,Coarse-Prior,128,1.0,0.0,1.0,,
crop70,Coarse-Prior,129,1.0,0.0,1.0,,
crop70,Coarse-Prior,130,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,131,1.0,0.0,1.0,,
crop70,Coarse-Prior,132,1.0,0.0,1.0,,
crop70,Coarse-Prior,133,1.0,0.0,1.0,,
crop70,Coarse-Prior,134,1.0,0.0,1.0,,
crop70,Coarse-Prior,135,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,136,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Coarse-Prior,137,1.0,0.0,1.0,,
crop70,Coarse-Prior,138,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Coarse-Prior,139,1.0,0.0,1.0,,
crop70,Coarse-Prior,140,1.0,0.0,1.0,,
crop70,Coarse-Prior,141,0.2666666805744171,0.7333333194255829,0.0,,
crop70,Coarse-Prior,142,1.0,0.0,1.0,,
crop70,Coarse-Prior,143,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,0,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,1,1.0,0.0,1.0,,
crop70,Multi-View-Average,2,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,3,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,4,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,5,1.0,0.0,1.0,,
crop70,Multi-View-Average,6,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,7,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,8,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Multi-View-Average,9,0.699999988079071,0.30000001192092896,0.0,,
crop70,Multi-View-Average,10,0.4000000059604645,0.5999999940395355,0.0,,
crop70,Multi-View-Average,11,0.800000011920929,0.19999998807907104,0.0,,
crop70,Multi-View-Average,12,1.0,0.0,1.0,,
crop70,Multi-View-Average,13,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,14,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,15,1.0,0.0,1.0,,
crop70,Multi-View-Average,16,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,17,1.0,0.0,1.0,,
crop70,Multi-View-Average,18,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,19,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,20,1.0,0.0,1.0,,
crop70,Multi-View-Average,21,1.0,0.0,1.0,,
crop70,Multi-View-Average,22,1.0,0.0,1.0,,
crop70,Multi-View-Average,23,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,24,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,25,0.800000011920929,0.19999998807907104,0.0,,
crop70,Multi-View-Average,26,0.5333333611488342,0.46666663885116577,0.0,,
crop70,Multi-View-Average,27,0.800000011920929,0.19999998807907104,0.0,,
crop70,Multi-View-Average,28,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,29,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Multi-View-Average,30,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,31,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,32,1.0,0.0,1.0,,
crop70,Multi-View-Average,33,1.0,0.0,1.0,,
crop70,Multi-View-Average,34,0.6333333253860474,0.36666667461395264,0.0,,
crop70,Multi-View-Average,35,0.36666667461395264,0.6333333253860474,0.0,,
crop70,Multi-View-Average,36,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,37,1.0,0.0,1.0,,
crop70,Multi-View-Average,38,0.5,0.5,0.0,,
crop70,Multi-View-Average,39,0.800000011920929,0.19999998807907104,0.0,,
crop70,Multi-View-Average,40,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,41,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,42,0.5666666626930237,0.4333333373069763,0.0,,
crop70,Multi-View-Average,43,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,44,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Multi-View-Average,45,0.6666666865348816,0.3333333134651184,0.0,,
crop70,Multi-View-Average,46,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,47,1.0,0.0,1.0,,
crop70,Multi-View-Average,48,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Multi-View-Average,49,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Multi-View-Average,50,1.0,0.0,1.0,,
crop70,Multi-View-Average,51,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,52,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,53,1.0,0.0,1.0,,
crop70,Multi-View-Average,54,0.699999988079071,0.30000001192092896,0.0,,
crop70,Multi-View-Average,55,0.46666666865348816,0.5333333313465118,0.0,,
crop70,Multi-View-Average,56,1.0,0.0,1.0,,
crop70,Multi-View-Average,57,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,58,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,59,1.0,0.0,1.0,,
crop70,Multi-View-Average,60,0.6000000238418579,0.3999999761581421,0.0,,
crop70,Multi-View-Average,61,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,62,1.0,0.0,1.0,,
crop70,Multi-View-Average,63,1.0,0.0,1.0,,
crop70,Multi-View-Average,64,1.0,0.0,1.0,,
crop70,Multi-View-Average,65,0.4333333373069763,0.5666666626930237,0.0,,
crop70,Multi-View-Average,66,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,67,0.6000000238418579,0.3999999761581421,0.0,,
crop70,Multi-View-Average,68,0.6666666865348816,0.3333333134651184,0.0,,
crop70,Multi-View-Average,69,1.0,0.0,1.0,,
crop70,Multi-View-Average,70,1.0,0.0,1.0,,
crop70,Multi-View-Average,71,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,72,1.0,0.0,1.0,,
crop70,Multi-View-Average,73,1.0,0.0,1.0,,
crop70,Multi-View-Average,74,1.0,0.0,1.0,,
crop70,Multi-View-Average,75,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,76,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,77,1.0,0.0,1.0,,
crop70,Multi-View-Average,78,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,79,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,80,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Multi-View-Average,81,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,82,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,83,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,84,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,85,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,86,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,87,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,88,1.0,0.0,1.0,,
crop70,Multi-View-Average,89,0.8333333134651184,0.1666666865348816,0.0,,
crop70,Multi-View-Average,90,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,91,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,92,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,93,1.0,0.0,1.0,,
crop70,Multi-View-Average,94,1.0,0.0,1.0,,
crop70,Multi-View-Average,95,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,96,1.0,0.0,1.0,,
crop70,Multi-View-Average,97,1.0,0.0,1.0,,
crop70,Multi-View-Average,98,0.800000011920929,0.19999998807907104,0.0,,
crop70,Multi-View-Average,99,1.0,0.0,1.0,,
crop70,Multi-View-Average,100,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,101,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,102,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,103,1.0,0.0,1.0,,
crop70,Multi-View-Average,104,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,105,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,106,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,107,0.4333333373069763,0.5666666626930237,0.0,,
crop70,Multi-View-Average,108,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,109,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,110,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,111,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,112,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,113,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,114,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,115,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Multi-View-Average,116,1.0,0.0,1.0,,
crop70,Multi-View-Average,117,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,118,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Multi-View-Average,119,0.6666666865348816,0.3333333134651184,0.0,,
crop70,Multi-View-Average,120,1.0,0.0,1.0,,
crop70,Multi-View-Average,121,1.0,0.0,1.0,,
crop70,Multi-View-Average,122,0.6000000238418579,0.3999999761581421,0.0,,
crop70,Multi-View-Average,123,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,124,1.0,0.0,1.0,,
crop70,Multi-View-Average,125,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,126,1.0,0.0,1.0,,
crop70,Multi-View-Average,127,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,128,1.0,0.0,1.0,,
crop70,Multi-View-Average,129,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,130,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,131,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,132,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,133,1.0,0.0,1.0,,
crop70,Multi-View-Average,134,1.0,0.0,1.0,,
crop70,Multi-View-Average,135,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,136,0.8999999761581421,0.10000002384185791,0.0,,
crop70,Multi-View-Average,137,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,138,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,139,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,140,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Multi-View-Average,141,0.2666666805744171,0.7333333194255829,0.0,,
crop70,Multi-View-Average,142,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Multi-View-Average,143,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Single-View-FT,0,1.0,0.0,1.0,,
crop70,Single-View-FT,1,1.0,0.0,1.0,,
crop70,Single-View-FT,2,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,3,1.0,0.0,1.0,,
crop70,Single-View-FT,4,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,5,1.0,0.0,1.0,,
crop70,Single-View-FT,6,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,7,0.9333333373069763,0.06666666269302368,0.0,,
crop70,Single-View-FT,8,0.6333333253860474,0.36666667461395264,0.0,,
crop70,Single-View-FT,9,0.4000000059604645,0.5999999940395355,0.0,,
crop70,Single-View-FT,10,0.30000001192092896,0.699999988079071,0.0,,
crop70,Single-View-FT,11,0.6666666865348816,0.3333333134651184,0.0,,
crop70,Single-View-FT,12,1.0,0.0,1.0,,
crop70,Single-View-FT,13,1.0,0.0,1.0,,
crop70,Single-View-FT,14,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,15,1.0,0.0,1.0,,
crop70,Single-View-FT,16,1.0,0.0,1.0,,
crop70,Single-View-FT,17,1.0,0.0,1.0,,
crop70,Single-View-FT,18,1.0,0.0,1.0,,
crop70,Single-View-FT,19,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,20,1.0,0.0,1.0,,
crop70,Single-View-FT,21,1.0,0.0,1.0,,
crop70,Single-View-FT,22,1.0,0.0,1.0,,
crop70,Single-View-FT,23,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Single-View-FT,24,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,25,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Single-View-FT,26,0.4000000059604645,0.5999999940395355,0.0,,
crop70,Single-View-FT,27,0.800000011920929,0.19999998807907104,0.0,,
crop70,Single-View-FT,28,0.8666666746139526,0.13333332538604736,0.0,,
crop70,Single-View-FT,29,0.7666666507720947,0.23333334922790527,0.0,,
crop70,Single-View-FT,30,0.9666666388511658,0.03333336114883423,0.0,,
crop70,Single-View-FT,31,1.0,0.0,1.0,,
crop70,Single-View-FT,32,1.0,0.0,1.0,,
