condition,method,sample,bit_accuracy,ber,message_accuracy,selected_oracle_candidate,dcss_usage_rate
crop50_blur,Single-View-FT,126,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Single-View-FT,127,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,128,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,129,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Single-View-FT,130,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,131,0.699999988079071,0.30000001192092896,0.0,,
crop50_blur,Single-View-FT,132,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Single-View-FT,133,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Single-View-FT,134,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,135,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Single-View-FT,136,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,137,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Single-View-FT,138,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,139,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,140,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Single-View-FT,141,0.30000001192092896,0.699999988079071,0.0,,
crop50_blur,Single-View-FT,142,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Single-View-FT,143,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,PMFA,0,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,1,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,2,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,3,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,4,0.36666667461395264,0.6333333253860474,0.0,0.0,
crop50_blur,PMFA,5,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,6,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,7,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,8,0.5,0.5,0.0,0.0,
crop50_blur,PMFA,9,0.3333333432674408,0.6666666567325592,0.0,0.0,
crop50_blur,PMFA,10,0.3333333432674408,0.6666666567325592,0.0,0.0,
crop50_blur,PMFA,11,0.6666666865348816,0.3333333134651184,0.0,0.0,
crop50_blur,PMFA,12,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,13,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50_blur,PMFA,14,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,15,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,16,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,17,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,18,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,19,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,20,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,21,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,22,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,23,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,24,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,25,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,26,0.4333333373069763,0.5666666626930237,0.0,0.0,
crop50_blur,PMFA,27,0.699999988079071,0.30000001192092896,0.0,1.0,
crop50_blur,PMFA,28,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,29,0.6666666865348816,0.3333333134651184,0.0,0.0,
crop50_blur,PMFA,30,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,31,0.9666666388511658,0.03333336114883423,0.0,1.0,
crop50_blur,PMFA,32,0.9666666388511658,0.03333336114883423,0.0,1.0,
crop50_blur,PMFA,33,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,34,0.46666666865348816,0.5333333313465118,0.0,1.0,
crop50_blur,PMFA,35,0.2666666805744171,0.7333333194255829,0.0,1.0,
crop50_blur,PMFA,36,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,37,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,38,0.36666667461395264,0.6333333253860474,0.0,0.0,
crop50_blur,PMFA,39,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,40,0.699999988079071,0.30000001192092896,0.0,0.0,
crop50_blur,PMFA,41,0.6333333253860474,0.36666667461395264,0.0,0.0,
crop50_blur,PMFA,42,0.4000000059604645,0.5999999940395355,0.0,0.0,
crop50_blur,PMFA,43,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,44,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50_blur,PMFA,45,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,46,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,47,0.9666666388511658,0.03333336114883423,0.0,1.0,
crop50_blur,PMFA,48,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,49,0.7666666507720947,0.23333334922790527,0.0,1.0,
crop50_blur,PMFA,50,0.9666666388511658,0.03333336114883423,0.0,1.0,
crop50_blur,PMFA,51,0.6666666865348816,0.3333333134651184,0.0,0.0,
crop50_blur,PMFA,52,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,53,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,54,0.4000000059604645,0.5999999940395355,0.0,0.0,
crop50_blur,PMFA,55,0.2666666805744171,0.7333333194255829,0.0,0.0,
crop50_blur,PMFA,56,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,57,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,58,0.8333333134651184,0.1666666865348816,0.0,1.0,
crop50_blur,PMFA,59,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,60,0.7333333492279053,0.2666666507720947,0.0,1.0,
crop50_blur,PMFA,61,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,62,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,63,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,64,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,65,0.6666666865348816,0.3333333134651184,0.0,0.0,
crop50_blur,PMFA,66,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,67,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,68,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,69,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,70,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,71,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,72,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,73,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,74,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,75,0.7666666507720947,0.23333334922790527,0.0,1.0,
crop50_blur,PMFA,76,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,77,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,78,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,79,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,80,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50_blur,PMFA,81,0.6333333253860474,0.36666667461395264,0.0,0.0,
crop50_blur,PMFA,82,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,83,0.8333333134651184,0.1666666865348816,0.0,1.0,
crop50_blur,PMFA,84,0.8999999761581421,0.10000002384185791,0.0,1.0,
crop50_blur,PMFA,85,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,86,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,87,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,88,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,89,0.699999988079071,0.30000001192092896,0.0,0.0,
crop50_blur,PMFA,90,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,91,0.5,0.5,0.0,0.0,
crop50_blur,PMFA,92,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,93,0.9666666388511658,0.03333336114883423,0.0,1.0,
crop50_blur,PMFA,94,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,95,0.8333333134651184,0.1666666865348816,0.0,1.0,
crop50_blur,PMFA,96,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,97,1.0,0.0,1.0,1.0,
crop50_blur,PMFA,98,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,99,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,100,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,101,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,102,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,103,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,104,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,105,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50_blur,PMFA,106,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,107,0.4333333373069763,0.5666666626930237,0.0,0.0,
crop50_blur,PMFA,108,0.7333333492279053,0.2666666507720947,0.0,0.0,
crop50_blur,PMFA,109,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50_blur,PMFA,110,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,111,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,112,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,113,0.800000011920929,0.19999998807907104,0.0,0.0,
crop50_blur,PMFA,114,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,115,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,116,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,117,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50_blur,PMFA,118,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,PMFA,119,0.7666666507720947,0.23333334922790527,0.0,0.0,
crop50_blur,PMFA,120,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,121,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,122,0.6333333253860474,0.36666667461395264,0.0,0.0,
crop50_blur,PMFA,123,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,124,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,125,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,126,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,127,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,128,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,129,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,130,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,131,0.699999988079071,0.30000001192092896,0.0,0.0,
crop50_blur,PMFA,132,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,133,0.9333333373069763,0.06666666269302368,0.0,0.0,
crop50_blur,PMFA,134,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,135,0.8666666746139526,0.13333332538604736,0.0,0.0,
crop50_blur,PMFA,136,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,137,0.8999999761581421,0.10000002384185791,0.0,0.0,
crop50_blur,PMFA,138,0.9666666388511658,0.03333336114883423,0.0,1.0,
crop50_blur,PMFA,139,1.0,0.0,1.0,0.0,
crop50_blur,PMFA,140,0.9333333373069763,0.06666666269302368,0.0,1.0,
crop50_blur,PMFA,141,0.30000001192092896,0.699999988079071,0.0,0.0,
crop50_blur,PMFA,142,0.9666666388511658,0.03333336114883423,0.0,0.0,
crop50_blur,PMFA,143,0.8333333134651184,0.1666666865348816,0.0,0.0,
crop50_blur,Decoder-Tail-FT,0,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,1,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,2,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,3,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,4,0.6000000238418579,0.3999999761581421,0.0,,
crop50_blur,Decoder-Tail-FT,5,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,6,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,7,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,8,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,9,0.4333333373069763,0.5666666626930237,0.0,,
crop50_blur,Decoder-Tail-FT,10,0.36666667461395264,0.6333333253860474,0.0,,
crop50_blur,Decoder-Tail-FT,11,0.6666666865348816,0.3333333134651184,0.0,,
crop50_blur,Decoder-Tail-FT,12,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,13,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,14,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,15,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,16,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,17,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,18,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,19,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,20,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,21,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,22,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,23,0.6666666865348816,0.3333333134651184,0.0,,
crop50_blur,Decoder-Tail-FT,24,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,25,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,26,0.4000000059604645,0.5999999940395355,0.0,,
crop50_blur,Decoder-Tail-FT,27,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,28,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,29,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,30,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,31,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,32,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,33,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,34,0.6666666865348816,0.3333333134651184,0.0,,
crop50_blur,Decoder-Tail-FT,35,0.36666667461395264,0.6333333253860474,0.0,,
crop50_blur,Decoder-Tail-FT,36,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,37,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,38,0.4333333373069763,0.5666666626930237,0.0,,
crop50_blur,Decoder-Tail-FT,39,0.7333333492279053,0.2666666507720947,0.0,,
crop50_blur,Decoder-Tail-FT,40,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,41,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,42,0.46666666865348816,0.5333333313465118,0.0,,
crop50_blur,Decoder-Tail-FT,43,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,44,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,45,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,46,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,47,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,48,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,49,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,50,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,51,0.699999988079071,0.30000001192092896,0.0,,
crop50_blur,Decoder-Tail-FT,52,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,53,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,54,0.7333333492279053,0.2666666507720947,0.0,,
crop50_blur,Decoder-Tail-FT,55,0.4000000059604645,0.5999999940395355,0.0,,
crop50_blur,Decoder-Tail-FT,56,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,57,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,58,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,59,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,60,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,61,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,62,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,63,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,64,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,65,0.7333333492279053,0.2666666507720947,0.0,,
crop50_blur,Decoder-Tail-FT,66,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,67,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,68,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,69,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,70,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,71,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,72,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,73,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,74,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,75,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,76,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,77,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,78,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,79,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,80,0.6666666865348816,0.3333333134651184,0.0,,
crop50_blur,Decoder-Tail-FT,81,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,82,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,83,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,84,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,85,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,86,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,87,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,88,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,89,0.7333333492279053,0.2666666507720947,0.0,,
crop50_blur,Decoder-Tail-FT,90,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,91,0.46666666865348816,0.5333333313465118,0.0,,
crop50_blur,Decoder-Tail-FT,92,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,93,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,94,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,95,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,96,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,97,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,98,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,99,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,100,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,101,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,102,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,103,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,104,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,105,0.6333333253860474,0.36666667461395264,0.0,,
crop50_blur,Decoder-Tail-FT,106,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,107,0.5333333611488342,0.46666663885116577,0.0,,
crop50_blur,Decoder-Tail-FT,108,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,109,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,110,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,111,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,112,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,113,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,114,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,115,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,116,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,117,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,118,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Decoder-Tail-FT,119,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,120,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,121,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,122,0.699999988079071,0.30000001192092896,0.0,,
crop50_blur,Decoder-Tail-FT,123,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,124,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,125,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,126,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,127,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,128,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,129,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,130,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,131,0.6666666865348816,0.3333333134651184,0.0,,
crop50_blur,Decoder-Tail-FT,132,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Decoder-Tail-FT,133,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,134,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,135,0.7666666507720947,0.23333334922790527,0.0,,
crop50_blur,Decoder-Tail-FT,136,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Decoder-Tail-FT,137,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,138,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Decoder-Tail-FT,139,1.0,0.0,1.0,,
crop50_blur,Decoder-Tail-FT,140,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Decoder-Tail-FT,141,0.3333333432674408,0.6666666567325592,0.0,,
crop50_blur,Decoder-Tail-FT,142,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Decoder-Tail-FT,143,0.800000011920929,0.19999998807907104,0.0,,
crop50_blur,Oracle-Alignment,0,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,1,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Oracle-Alignment,2,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,3,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Oracle-Alignment,4,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Oracle-Alignment,5,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,6,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Oracle-Alignment,7,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Oracle-Alignment,8,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Oracle-Alignment,9,0.8666666746139526,0.13333332538604736,0.0,,
crop50_blur,Oracle-Alignment,10,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Oracle-Alignment,11,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Oracle-Alignment,12,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Oracle-Alignment,13,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Oracle-Alignment,14,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Oracle-Alignment,15,0.8999999761581421,0.10000002384185791,0.0,,
crop50_blur,Oracle-Alignment,16,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,17,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,18,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Oracle-Alignment,19,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,20,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,21,0.9666666388511658,0.03333336114883423,0.0,,
crop50_blur,Oracle-Alignment,22,1.0,0.0,1.0,,
crop50_blur,Oracle-Alignment,23,0.699999988079071,0.30000001192092896,0.0,,
crop50_blur,Oracle-Alignment,24,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Oracle-Alignment,25,0.9333333373069763,0.06666666269302368,0.0,,
crop50_blur,Oracle-Alignment,26,0.8333333134651184,0.1666666865348816,0.0,,
crop50_blur,Oracle-Alignment,27,0.9666666388511658,0.03333336114883423,0.0,,
