epoch,train_loss,val_bit_accuracy,model
1,0.14974734783172608,0.9024074077606201,Single-View-FT
2,0.1443489349550671,0.8998148441314697,Single-View-FT
3,0.1397737267944548,0.898888885974884,Single-View-FT
4,0.13546002507209778,0.8999999761581421,Single-View-FT
5,0.13142923927969402,0.9011111259460449,Single-View-FT
6,0.12758604453669653,0.9014815092086792,Single-View-FT
