fallback_mode,threshold,condition,bit_accuracy,message_accuracy,dcss_usage_rate
average,0.1562,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1562,macro_average,0.8197222352027893,,
average,0.1563,crop50,0.9166666865348816,0.28333333134651184,0.675000011920929
average,0.1563,crop50_blur,0.8922222256660461,0.1666666716337204,0.574999988079071
average,0.1563,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1563,macro_average,0.820555567741394,,
average,0.15639999999999998,crop50,0.9166666865348816,0.28333333134651184,0.675000011920929
average,0.15639999999999998,crop50_blur,0.8922222256660461,0.1666666716337204,0.574999988079071
average,0.15639999999999998,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.15639999999999998,macro_average,0.820555567741394,,
average,0.1565,crop50,0.9166666865348816,0.28333333134651184,0.675000011920929
average,0.1565,crop50_blur,0.8922222256660461,0.1666666716337204,0.574999988079071
average,0.1565,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1565,macro_average,0.820555567741394,,
average,0.1566,crop50,0.9161111116409302,0.28333333134651184,0.6833333373069763
average,0.1566,crop50_blur,0.8938888907432556,0.17499999701976776,0.5833333134651184
average,0.1566,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1566,macro_average,0.8209259311358134,,
average,0.1567,crop50,0.9161111116409302,0.28333333134651184,0.6833333373069763
average,0.1567,crop50_blur,0.8938888907432556,0.17499999701976776,0.5833333134651184
average,0.1567,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1567,macro_average,0.8209259311358134,,
average,0.1568,crop50,0.9161111116409302,0.28333333134651184,0.699999988079071
average,0.1568,crop50_blur,0.894444465637207,0.18333333730697632,0.6000000238418579
average,0.1568,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1568,macro_average,0.8211111227671305,,
average,0.15689999999999998,crop50,0.9161111116409302,0.28333333134651184,0.699999988079071
average,0.15689999999999998,crop50_blur,0.8952777981758118,0.18333333730697632,0.6083333492279053
average,0.15689999999999998,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.15689999999999998,macro_average,0.8213889002799988,,
average,0.157,crop50,0.9161111116409302,0.28333333134651184,0.699999988079071
average,0.157,crop50_blur,0.8952777981758118,0.18333333730697632,0.6083333492279053
average,0.157,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.157,macro_average,0.8213889002799988,,
average,0.1571,crop50,0.9166666865348816,0.28333333134651184,0.7083333134651184
average,0.1571,crop50_blur,0.897777795791626,0.18333333730697632,0.6166666746139526
average,0.1571,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1571,macro_average,0.8224074244499207,,
average,0.1572,crop50,0.9166666865348816,0.28333333134651184,0.7083333134651184
average,0.1572,crop50_blur,0.897777795791626,0.18333333730697632,0.6166666746139526
average,0.1572,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1572,macro_average,0.8224074244499207,,
average,0.1573,crop50,0.9166666865348816,0.28333333134651184,0.7083333134651184
average,0.1573,crop50_blur,0.8997222185134888,0.18333333730697632,0.625
average,0.1573,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1573,macro_average,0.8230555653572083,,
average,0.15739999999999998,crop50,0.918055534362793,0.2916666567325592,0.7250000238418579
average,0.15739999999999998,crop50_blur,0.8997222185134888,0.18333333730697632,0.625
average,0.15739999999999998,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.15739999999999998,macro_average,0.8235185146331787,,
average,0.1575,crop50,0.918055534362793,0.2916666567325592,0.7250000238418579
average,0.1575,crop50_blur,0.8997222185134888,0.18333333730697632,0.625
average,0.1575,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1575,macro_average,0.8235185146331787,,
average,0.1576,crop50,0.918055534362793,0.2916666567325592,0.7333333492279053
average,0.1576,crop50_blur,0.8997222185134888,0.18333333730697632,0.625
average,0.1576,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1576,macro_average,0.8235185146331787,,
average,0.1577,crop50,0.918055534362793,0.2916666567325592,0.7333333492279053
average,0.1577,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1577,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1577,macro_average,0.8235185146331787,,
average,0.1578,crop50,0.9183333516120911,0.2916666567325592,0.7416666746139526
average,0.1578,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1578,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1578,macro_average,0.8236111203829447,,
average,0.15789999999999998,crop50,0.9183333516120911,0.2916666567325592,0.7416666746139526
average,0.15789999999999998,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.15789999999999998,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.15789999999999998,macro_average,0.8236111203829447,,
average,0.158,crop50,0.9186111092567444,0.2916666567325592,0.7583333253860474
average,0.158,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.158,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.158,macro_average,0.8237037062644958,,
average,0.1581,crop50,0.9186111092567444,0.2916666567325592,0.7583333253860474
average,0.1581,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1581,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1581,macro_average,0.8237037062644958,,
average,0.1582,crop50,0.918055534362793,0.2916666567325592,0.7666666507720947
average,0.1582,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1582,crop50_jpeg,0.6527777910232544,0.0,0.06666667014360428
average,0.1582,macro_average,0.8235185146331787,,
average,0.1583,crop50,0.918055534362793,0.2916666567325592,0.7666666507720947
average,0.1583,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1583,crop50_jpeg,0.6511111259460449,0.0,0.07500000298023224
average,0.1583,macro_average,0.8229629596074423,,
average,0.15839999999999999,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.15839999999999999,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.15839999999999999,crop50_jpeg,0.6511111259460449,0.0,0.07500000298023224
average,0.15839999999999999,macro_average,0.8237037062644958,,
average,0.1585,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.1585,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1585,crop50_jpeg,0.6511111259460449,0.0,0.07500000298023224
average,0.1585,macro_average,0.8237037062644958,,
average,0.1586,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.1586,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1586,crop50_jpeg,0.6511111259460449,0.0,0.07500000298023224
average,0.1586,macro_average,0.8237037062644958,,
average,0.1587,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.1587,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1587,crop50_jpeg,0.6511111259460449,0.0,0.0833333358168602
average,0.1587,macro_average,0.8237037062644958,,
average,0.1588,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.1588,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1588,crop50_jpeg,0.6511111259460449,0.0,0.0833333358168602
average,0.1588,macro_average,0.8237037062644958,,
average,0.15889999999999999,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.15889999999999999,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.15889999999999999,crop50_jpeg,0.6511111259460449,0.0,0.0833333358168602
average,0.15889999999999999,macro_average,0.8237037062644958,,
average,0.159,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.159,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.159,crop50_jpeg,0.6511111259460449,0.0,0.0833333358168602
average,0.159,macro_average,0.8237037062644958,,
average,0.1591,crop50,0.9202777743339539,0.2916666567325592,0.7833333611488342
average,0.1591,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1591,crop50_jpeg,0.6511111259460449,0.0,0.09166666865348816
average,0.1591,macro_average,0.8237037062644958,,
average,0.1592,crop50,0.9211111068725586,0.2916666567325592,0.7916666865348816
average,0.1592,crop50_blur,0.8997222185134888,0.18333333730697632,0.6333333253860474
average,0.1592,crop50_jpeg,0.6511111259460449,0.0,0.09166666865348816
average,0.1592,macro_average,0.8239814837773641,,
average,0.1593,crop50,0.9211111068725586,0.2916666567325592,0.7916666865348816
average,0.1593,crop50_blur,0.9005555510520935,0.18333333730697632,0.6416666507720947
average,0.1593,crop50_jpeg,0.653333306312561,0.0,0.10000000149011612
average,0.1593,macro_average,0.824999988079071,,
average,0.1594,crop50,0.92166668176651,0.2916666567325592,0.800000011920929
average,0.1594,crop50_blur,0.9013888835906982,0.18333333730697632,0.6583333611488342
average,0.1594,crop50_jpeg,0.653333306312561,0.0,0.10000000149011612
average,0.1594,macro_average,0.8254629572232565,,
average,0.1595,crop50,0.92166668176651,0.2916666567325592,0.800000011920929
average,0.1595,crop50_blur,0.9013888835906982,0.18333333730697632,0.6583333611488342
average,0.1595,crop50_jpeg,0.6536111235618591,0.0,0.10833333432674408
average,0.1595,macro_average,0.8255555629730225,,
average,0.1596,crop50,0.92166668176651,0.2916666567325592,0.800000011920929
average,0.1596,crop50_blur,0.9013888835906982,0.18333333730697632,0.6583333611488342
average,0.1596,crop50_jpeg,0.6536111235618591,0.0,0.10833333432674408
average,0.1596,macro_average,0.8255555629730225,,
average,0.1597,crop50,0.92166668176651,0.2916666567325592,0.800000011920929
average,0.1597,crop50_blur,0.9013888835906982,0.18333333730697632,0.6583333611488342
average,0.1597,crop50_jpeg,0.6536111235618591,0.0,0.10833333432674408
average,0.1597,macro_average,0.8255555629730225,,
average,0.1598,crop50,0.92166668176651,0.2916666567325592,0.8083333373069763
average,0.1598,crop50_blur,0.9019444584846497,0.17499999701976776,0.675000011920929
average,0.1598,crop50_jpeg,0.6536111235618591,0.0,0.10833333432674408
average,0.1598,macro_average,0.8257407546043396,,
average,0.1599,crop50,0.92166668176651,0.2916666567325592,0.8083333373069763
average,0.1599,crop50_blur,0.9024999737739563,0.18333333730697632,0.6833333373069763
average,0.1599,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1599,macro_average,0.8253703713417053,,
average,0.16,crop50,0.92166668176651,0.2916666567325592,0.8083333373069763
average,0.16,crop50_blur,0.9024999737739563,0.18333333730697632,0.6833333373069763
average,0.16,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.16,macro_average,0.8253703713417053,,
average,0.1601,crop50,0.92166668176651,0.2916666567325592,0.8083333373069763
average,0.1601,crop50_blur,0.9024999737739563,0.18333333730697632,0.6833333373069763
average,0.1601,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1601,macro_average,0.8253703713417053,,
average,0.1602,crop50,0.92166668176651,0.2916666567325592,0.8083333373069763
average,0.1602,crop50_blur,0.9024999737739563,0.18333333730697632,0.6833333373069763
average,0.1602,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1602,macro_average,0.8253703713417053,,
average,0.1603,crop50,0.92166668176651,0.2916666567325592,0.8083333373069763
average,0.1603,crop50_blur,0.9027777910232544,0.18333333730697632,0.6916666626930237
average,0.1603,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1603,macro_average,0.8254629770914713,,
average,0.1604,crop50,0.9241666793823242,0.2916666567325592,0.8166666626930237
average,0.1604,crop50_blur,0.9047222137451172,0.18333333730697632,0.7083333134651184
average,0.1604,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1604,macro_average,0.8269444505373637,,
average,0.1605,crop50,0.9252777695655823,0.2916666567325592,0.824999988079071
average,0.1605,crop50_blur,0.9052777886390686,0.18333333730697632,0.7250000238418579
average,0.1605,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1605,macro_average,0.8275000055631002,,
average,0.1606,crop50,0.9252777695655823,0.2916666567325592,0.824999988079071
average,0.1606,crop50_blur,0.9052777886390686,0.18333333730697632,0.7250000238418579
average,0.1606,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1606,macro_average,0.8275000055631002,,
average,0.1607,crop50,0.9252777695655823,0.2916666567325592,0.824999988079071
average,0.1607,crop50_blur,0.9052777886390686,0.18333333730697632,0.7250000238418579
average,0.1607,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1607,macro_average,0.8275000055631002,,
average,0.1608,crop50,0.9252777695655823,0.2916666567325592,0.824999988079071
average,0.1608,crop50_blur,0.9052777886390686,0.18333333730697632,0.7250000238418579
average,0.1608,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1608,macro_average,0.8275000055631002,,
average,0.1609,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.1609,crop50_blur,0.9088888764381409,0.18333333730697632,0.7333333492279053
average,0.1609,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1609,macro_average,0.8300000031789144,,
average,0.161,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.161,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.161,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.161,macro_average,0.8303703864415487,,
average,0.1611,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.1611,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1611,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1611,macro_average,0.8303703864415487,,
average,0.1612,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.1612,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1612,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1612,macro_average,0.8303703864415487,,
average,0.1613,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.1613,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1613,crop50_jpeg,0.6519444584846497,0.0,0.11666666716337204
average,0.1613,macro_average,0.8303703864415487,,
average,0.1614,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.1614,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1614,crop50_jpeg,0.6530555486679077,0.0,0.125
average,0.1614,macro_average,0.830740749835968,,
average,0.1615,crop50,0.9291666746139526,0.2916666567325592,0.8333333134651184
average,0.1615,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1615,crop50_jpeg,0.6524999737739563,0.0,0.13333334028720856
average,0.1615,macro_average,0.8305555582046509,,
average,0.1616,crop50,0.9291666746139526,0.2916666567325592,0.8416666388511658
average,0.1616,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1616,crop50_jpeg,0.6524999737739563,0.0,0.13333334028720856
average,0.1616,macro_average,0.8305555582046509,,
average,0.1617,crop50,0.9291666746139526,0.2916666567325592,0.8416666388511658
average,0.1617,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1617,crop50_jpeg,0.6524999737739563,0.0,0.13333334028720856
average,0.1617,macro_average,0.8305555582046509,,
average,0.1618,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1618,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1618,crop50_jpeg,0.6524999737739563,0.0,0.13333334028720856
average,0.1618,macro_average,0.830740749835968,,
average,0.1619,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1619,crop50_blur,0.9100000262260437,0.18333333730697632,0.7416666746139526
average,0.1619,crop50_jpeg,0.6524999737739563,0.0,0.13333334028720856
average,0.1619,macro_average,0.830740749835968,,
average,0.162,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.162,crop50_blur,0.9113888740539551,0.18333333730697632,0.7666666507720947
average,0.162,crop50_jpeg,0.6513888835906982,0.0,0.14166666567325592
average,0.162,macro_average,0.8308333357175192,,
average,0.1621,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1621,crop50_blur,0.9113888740539551,0.18333333730697632,0.7666666507720947
average,0.1621,crop50_jpeg,0.6511111259460449,0.0,0.15000000596046448
average,0.1621,macro_average,0.830740749835968,,
average,0.1622,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1622,crop50_blur,0.9113888740539551,0.18333333730697632,0.7666666507720947
average,0.1622,crop50_jpeg,0.6511111259460449,0.0,0.15000000596046448
average,0.1622,macro_average,0.830740749835968,,
average,0.1623,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1623,crop50_blur,0.9133333563804626,0.18333333730697632,0.7749999761581421
average,0.1623,crop50_jpeg,0.6511111259460449,0.0,0.15000000596046448
average,0.1623,macro_average,0.8313889106114706,,
average,0.1624,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1624,crop50_blur,0.913611114025116,0.18333333730697632,0.7916666865348816
average,0.1624,crop50_jpeg,0.6511111259460449,0.0,0.15000000596046448
average,0.1624,macro_average,0.8314814964930216,,
average,0.1625,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1625,crop50_blur,0.913611114025116,0.18333333730697632,0.7916666865348816
average,0.1625,crop50_jpeg,0.6511111259460449,0.0,0.15000000596046448
average,0.1625,macro_average,0.8314814964930216,,
average,0.1626,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1626,crop50_blur,0.9133333563804626,0.18333333730697632,0.800000011920929
average,0.1626,crop50_jpeg,0.6505555510520935,0.0,0.15833333134651184
average,0.1626,macro_average,0.8312037189801534,,
average,0.1627,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1627,crop50_blur,0.9133333563804626,0.18333333730697632,0.800000011920929
average,0.1627,crop50_jpeg,0.6505555510520935,0.0,0.15833333134651184
average,0.1627,macro_average,0.8312037189801534,,
average,0.1628,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1628,crop50_blur,0.913611114025116,0.18333333730697632,0.8083333373069763
average,0.1628,crop50_jpeg,0.6505555510520935,0.0,0.15833333134651184
average,0.1628,macro_average,0.8312963048617045,,
average,0.1629,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.1629,crop50_blur,0.913611114025116,0.18333333730697632,0.8083333373069763
average,0.1629,crop50_jpeg,0.6505555510520935,0.0,0.15833333134651184
average,0.1629,macro_average,0.8312963048617045,,
average,0.163,crop50,0.929722249507904,0.2916666567325592,0.8500000238418579
average,0.163,crop50_blur,0.913611114025116,0.18333333730697632,0.8083333373069763
average,0.163,crop50_jpeg,0.6505555510520935,0.0,0.15833333134651184
average,0.163,macro_average,0.8312963048617045,,
average,0.1631,crop50,0.9313889145851135,0.2916666567325592,0.8583333492279053
average,0.1631,crop50_blur,0.913611114025116,0.18333333730697632,0.8083333373069763
average,0.1631,crop50_jpeg,0.6508333086967468,0.0,0.1666666716337204
average,0.1631,macro_average,0.8319444457689921,,
average,0.1632,crop50,0.9313889145851135,0.2916666567325592,0.8583333492279053
average,0.1632,crop50_blur,0.9158333539962769,0.18333333730697632,0.8166666626930237
average,0.1632,crop50_jpeg,0.6508333086967468,0.0,0.1666666716337204
average,0.1632,macro_average,0.8326851924260458,,
average,0.1633,crop50,0.9313889145851135,0.2916666567325592,0.8583333492279053
average,0.1633,crop50_blur,0.9161111116409302,0.18333333730697632,0.824999988079071
average,0.1633,crop50_jpeg,0.6508333086967468,0.0,0.1666666716337204
average,0.1633,macro_average,0.8327777783075968,,
average,0.1634,crop50,0.9313889145851135,0.2916666567325592,0.8583333492279053
average,0.1634,crop50_blur,0.9161111116409302,0.18333333730697632,0.824999988079071
average,0.1634,crop50_jpeg,0.6508333086967468,0.0,0.17499999701976776
average,0.1634,macro_average,0.8327777783075968,,
average,0.1635,crop50,0.9313889145851135,0.2916666567325592,0.8583333492279053
average,0.1635,crop50_blur,0.9161111116409302,0.18333333730697632,0.824999988079071
average,0.1635,crop50_jpeg,0.6524999737739563,0.0,0.19166666269302368
average,0.1635,macro_average,0.8333333333333334,,
average,0.1636,crop50,0.9313889145851135,0.2916666567325592,0.8583333492279053
average,0.1636,crop50_blur,0.9161111116409302,0.18333333730697632,0.824999988079071
average,0.1636,crop50_jpeg,0.6524999737739563,0.0,0.19166666269302368
average,0.1636,macro_average,0.8333333333333334,,
average,0.1637,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.1637,crop50_blur,0.9161111116409302,0.18333333730697632,0.824999988079071
average,0.1637,crop50_jpeg,0.6524999737739563,0.0,0.19166666269302368
average,0.1637,macro_average,0.8335185050964355,,
average,0.1638,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.1638,crop50_blur,0.9161111116409302,0.18333333730697632,0.824999988079071
average,0.1638,crop50_jpeg,0.6524999737739563,0.0,0.19166666269302368
average,0.1638,macro_average,0.8335185050964355,,
average,0.1639,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.1639,crop50_blur,0.9166666865348816,0.18333333730697632,0.8333333134651184
average,0.1639,crop50_jpeg,0.6524999737739563,0.0,0.19166666269302368
average,0.1639,macro_average,0.8337036967277527,,
average,0.164,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.164,crop50_blur,0.9166666865348816,0.18333333730697632,0.8333333134651184
average,0.164,crop50_jpeg,0.652222216129303,0.0,0.20000000298023224
average,0.164,macro_average,0.8336111108462015,,
average,0.1641,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.1641,crop50_blur,0.9166666865348816,0.18333333730697632,0.8333333134651184
average,0.1641,crop50_jpeg,0.652222216129303,0.0,0.20000000298023224
average,0.1641,macro_average,0.8336111108462015,,
average,0.1642,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.1642,crop50_blur,0.9175000190734863,0.18333333730697632,0.8416666388511658
average,0.1642,crop50_jpeg,0.6519444584846497,0.0,0.21666666865348816
average,0.1642,macro_average,0.8337963024775187,,
average,0.1643,crop50,0.9319444298744202,0.2916666567325592,0.8666666746139526
average,0.1643,crop50_blur,0.9175000190734863,0.18333333730697632,0.8416666388511658
average,0.1643,crop50_jpeg,0.6519444584846497,0.0,0.21666666865348816
average,0.1643,macro_average,0.8337963024775187,,
average,0.1644,crop50,0.9336110949516296,0.2916666567325592,0.875
average,0.1644,crop50_blur,0.9175000190734863,0.18333333730697632,0.8416666388511658
average,0.1644,crop50_jpeg,0.6519444584846497,0.0,0.21666666865348816
average,0.1644,macro_average,0.8343518575032552,,
average,0.1645,crop50,0.9336110949516296,0.2916666567325592,0.875
average,0.1645,crop50_blur,0.9183333516120911,0.18333333730697632,0.8500000238418579
average,0.1645,crop50_jpeg,0.6519444584846497,0.0,0.21666666865348816
average,0.1645,macro_average,0.8346296350161234,,
average,0.1646,crop50,0.934166669845581,0.30000001192092896,0.8833333253860474
average,0.1646,crop50_blur,0.9183333516120911,0.18333333730697632,0.8500000238418579
average,0.1646,crop50_jpeg,0.6519444584846497,0.0,0.21666666865348816
average,0.1646,macro_average,0.8348148266474406,,
average,0.1647,crop50,0.934166669845581,0.30000001192092896,0.8833333253860474
average,0.1647,crop50_blur,0.9183333516120911,0.18333333730697632,0.8500000238418579
average,0.1647,crop50_jpeg,0.6530555486679077,0.0,0.22499999403953552
average,0.1647,macro_average,0.83518519004186,,
average,0.1648,crop50,0.934166669845581,0.30000001192092896,0.8833333253860474
average,0.1648,crop50_blur,0.9188888669013977,0.18333333730697632,0.8583333492279053
average,0.1648,crop50_jpeg,0.6530555486679077,0.0,0.22499999403953552
average,0.1648,macro_average,0.8353703618049622,,
average,0.1649,crop50,0.934166669845581,0.30000001192092896,0.8833333253860474
average,0.1649,crop50_blur,0.9188888669013977,0.18333333730697632,0.8583333492279053
average,0.1649,crop50_jpeg,0.6530555486679077,0.0,0.22499999403953552
average,0.1649,macro_average,0.8353703618049622,,
average,0.165,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.165,crop50_blur,0.9188888669013977,0.18333333730697632,0.8583333492279053
average,0.165,crop50_jpeg,0.6530555486679077,0.0,0.22499999403953552
average,0.165,macro_average,0.8350925842920939,,
average,0.1651,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.1651,crop50_blur,0.9197221994400024,0.18333333730697632,0.8666666746139526
average,0.1651,crop50_jpeg,0.6530555486679077,0.0,0.23333333432674408
average,0.1651,macro_average,0.8353703618049622,,
average,0.1652,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.1652,crop50_blur,0.9197221994400024,0.18333333730697632,0.8666666746139526
average,0.1652,crop50_jpeg,0.6530555486679077,0.0,0.23333333432674408
average,0.1652,macro_average,0.8353703618049622,,
average,0.1653,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.1653,crop50_blur,0.9197221994400024,0.18333333730697632,0.8666666746139526
average,0.1653,crop50_jpeg,0.6530555486679077,0.0,0.23333333432674408
average,0.1653,macro_average,0.8353703618049622,,
average,0.1654,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.1654,crop50_blur,0.92166668176651,0.18333333730697632,0.875
average,0.1654,crop50_jpeg,0.6530555486679077,0.0,0.25
average,0.1654,macro_average,0.8360185225804647,,
average,0.16549999999999998,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.16549999999999998,crop50_blur,0.92166668176651,0.18333333730697632,0.875
average,0.16549999999999998,crop50_jpeg,0.6530555486679077,0.0,0.25
average,0.16549999999999998,macro_average,0.8360185225804647,,
average,0.1656,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.1656,crop50_blur,0.9225000143051147,0.18333333730697632,0.8833333253860474
average,0.1656,crop50_jpeg,0.6530555486679077,0.0,0.25833332538604736
average,0.1656,macro_average,0.8362963000933329,,
average,0.16570000000000001,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.16570000000000001,crop50_blur,0.9225000143051147,0.18333333730697632,0.8833333253860474
average,0.16570000000000001,crop50_jpeg,0.6527777910232544,0.0,0.2666666805744171
average,0.16570000000000001,macro_average,0.8362037142117819,,
average,0.1658,crop50,0.9333333373069763,0.30000001192092896,0.8916666507720947
average,0.1658,crop50_blur,0.9225000143051147,0.18333333730697632,0.8833333253860474
average,0.1658,crop50_jpeg,0.6527777910232544,0.0,0.2666666805744171
average,0.1658,macro_average,0.8362037142117819,,
average,0.1659,crop50,0.9327777624130249,0.2916666567325592,0.8999999761581421
average,0.1659,crop50_blur,0.9225000143051147,0.18333333730697632,0.8833333253860474
average,0.1659,crop50_jpeg,0.652222216129303,0.0,0.2750000059604645
average,0.1659,macro_average,0.8358333309491476,,
average,0.16599999999999998,crop50,0.9327777624130249,0.2916666567325592,0.8999999761581421
average,0.16599999999999998,crop50_blur,0.9225000143051147,0.18333333730697632,0.8833333253860474
average,0.16599999999999998,crop50_jpeg,0.652222216129303,0.0,0.2750000059604645
average,0.16599999999999998,macro_average,0.8358333309491476,,
average,0.1661,crop50,0.9327777624130249,0.2916666567325592,0.8999999761581421
average,0.1661,crop50_blur,0.9225000143051147,0.18333333730697632,0.8833333253860474
average,0.1661,crop50_jpeg,0.652222216129303,0.0,0.2750000059604645
average,0.1661,macro_average,0.8358333309491476,,
average,0.16620000000000001,crop50,0.9358333349227905,0.2916666567325592,0.9083333611488342
